anime_id	name	genre	type	episodes	rating	members	episodes_num	members_num	rating_num	genre_list	genre_count
1123	Beet the Vandel Buster Excellion	Adventure, Fantasy, Shounen, Supernatural	TV	25	6.82	5198	25.0	5198	6.82	['Adventure', 'Fantasy', 'Shounen', 'Supernatural']	4
7229	Black Jack ONA	Drama	ONA	12	6.82	1297	12.0	1297	6.82	['Drama']	1
3853	Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!	Action, Comedy, Kids, Shounen, Super Power	Special	1	6.82	1213	1.0	1213	6.82	['Action', 'Comedy', 'Kids', 'Shounen', 'Super Power']	5
6855	Da Nao Tiangong	Adventure	Movie	1	6.82	342	1.0	342	6.82	['Adventure']	1
234	Dan Doh!!	Adventure, Shounen, Sports	TV	26	6.82	2351	26.0	2351	6.82	['Adventure', 'Shounen', 'Sports']	3
1802	Dirty Pair Flash	Action, Adventure, Comedy, Ecchi, Police, Sci-Fi	OVA	6	6.82	4505	6.0	4505	6.82	['Action', 'Adventure', 'Comedy', 'Ecchi', 'Police', 'Sci-Fi']	6
2635	Doraemon: Featherplace	Comedy, Fantasy, Kids, Sci-Fi, Shounen	Special	1	6.82	430	1.0	430	6.82	['Comedy', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']	5
5973	Fight Ippatsu! Juuden-chan!!	Comedy, Ecchi, Sci-Fi, Shounen	TV	12	6.82	20279	12.0	20279	6.82	['Comedy', 'Ecchi', 'Sci-Fi', 'Shounen']	4
271	Gad Guard	Adventure, Mecha, Sci-Fi, Shounen	TV	26	6.82	8315	26.0	8315	6.82	['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']	4
32946	Gyakuten Saiban 6 Prologue	Mystery	ONA	1	6.81	1108	1.0	1108	6.81	['Mystery']	1
797	Hanaukyou Maid-tai OVA	Comedy, Ecchi, Harem, Romance	OVA	3	6.82	6586	3.0	6586	6.82	['Comedy', 'Ecchi', 'Harem', 'Romance']	4
6882	Hatsukoi Limited: Gentei Shoujo	Comedy, Ecchi, School, Shounen	Special	6	6.82	11716	6.0	11716	6.82	['Comedy', 'Ecchi', 'School', 'Shounen']	4
16928	Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu	Comedy, Fantasy, Shoujo	OVA	1	6.82	4637	1.0	4637	6.82	['Comedy', 'Fantasy', 'Shoujo']	3
6958	Hyakko OVA	Comedy	OVA	1	6.82	8206	1.0	8206	6.82	['Comedy']	1
18247	IS: Infinite Stratos 2	Action, Comedy, Harem, Mecha, Sci-Fi	TV	12	6.82	146979	12.0	146979	6.82	['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi']	5
8208	Jigoku Sensei Nube (Movie)	Adventure, Comedy, Horror, School, Shounen, Supernatural	Movie	1	6.82	1120	1.0	1120	6.82	['Adventure', 'Comedy', 'Horror', 'School', 'Shounen', 'Supernatural']	6
26063	Kaibutsu Oujo (OVA) Specials	Adventure, Comedy, Horror, Shounen, Supernatural	Special	3	6.82	922	3.0	922	6.82	['Adventure', 'Comedy', 'Horror', 'Shounen', 'Supernatural']	5
2704	Kaiketsu Jouki Tanteidan	Action, Mecha, Mystery, Police	TV	26	6.82	2128	26.0	2128	6.82	['Action', 'Mecha', 'Mystery', 'Police']	4
3935	Karakuri Kiden: Hiwou Senki	Action, Adventure, Historical, Mecha	TV	26	6.82	719	26.0	719	6.82	['Action', 'Adventure', 'Historical', 'Mecha']	4
14059	Kimagure Orange☆Road: Soushuuhen Tanabata Special	Shounen	OVA	1	6.82	625	1.0	625	6.82	['Shounen']	1
20909	Kyoukai no Kanata: Mini Theater	Slice of Life, Supernatural	Special	7	6.82	15703	7.0	15703	6.82	['Slice of Life', 'Supernatural']	2
1433	Lupin III: Babylon no Ougon Densetsu	Action, Adventure, Comedy, Shounen	Movie	1	6.82	3251	1.0	3251	6.82	['Action', 'Adventure', 'Comedy', 'Shounen']	4
28817	Mikagura Gakuen Kumikyoku	Action, Comedy, School, Shoujo Ai	TV	12	6.82	47642	12.0	47642	6.82	['Action', 'Comedy', 'School', 'Shoujo Ai']	4
33741	Mobile Police Patlabor Reboot	Comedy, Mecha, Police, Sci-Fi	Movie	1	6.82	2303	1.0	2303	6.82	['Comedy', 'Mecha', 'Police', 'Sci-Fi']	4
921	Nurse Witch Komugi-chan Magikarte Z	Comedy, Magic, Parody	OVA	2	6.82	3986	2.0	3986	6.82	['Comedy', 'Magic', 'Parody']	3
13173	Puka Puka Juju	Fantasy, Slice of Life	Movie	1	6.82	3621	1.0	3621	6.82	['Fantasy', 'Slice of Life']	2
1881	Sasami: Mahou Shoujo Club	Fantasy, Magic, School	TV	13	6.82	4056	13.0	4056	6.82	['Fantasy', 'Magic', 'School']	3
13619	Sayonara Zetsubou Sensei Special Omake	Comedy, Parody, School	Special	1	6.82	3648	1.0	3648	6.82	['Comedy', 'Parody', 'School']	3
6500	Seikon no Qwaser	Action, Ecchi, Seinen, Super Power, Supernatural	TV	24	6.82	145592	24.0	145592	6.82	['Action', 'Ecchi', 'Seinen', 'Super Power', 'Supernatural']	5
27419	Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari	Music, School, Slice of Life	Special	1	6.82	3466	1.0	3466	6.82	['Music', 'School', 'Slice of Life']	3
32228	Teekyuu 7	Comedy, Shounen, Sports	TV	12	6.82	5990	12.0	5990	6.82	['Comedy', 'Shounen', 'Sports']	3
23067	Tenkai Knights	Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power	TV	52	6.82	1249	52.0	1249	6.82	['Action', 'Adventure', 'Comedy', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']	8
1043	Tokyo Babylon	Action, Magic, Mystery, Supernatural	OVA	2	6.82	11730	2.0	11730	6.82	['Action', 'Magic', 'Mystery', 'Supernatural']	4
179	Ultra Maniac OVA	Comedy, Magic, Romance, School	OVA	1	6.82	3979	1.0	3979	6.82	['Comedy', 'Magic', 'Romance', 'School']	4
3069	Yamato yo Towa ni	Action, Adventure, Drama, Military, Sci-Fi, Space	Movie	1	6.82	1148	1.0	1148	6.82	['Action', 'Adventure', 'Drama', 'Military', 'Sci-Fi', 'Space']	6
3021	Yume Senshi Wingman	Action, Comedy, Romance, School, Super Power	TV	47	6.82	918	47.0	918	6.82	['Action', 'Comedy', 'Romance', 'School', 'Super Power']	5
314	Ace wo Nerae! 2	Drama, Shoujo, Sports	OVA	13	6.81	890	13.0	890	6.81	['Drama', 'Shoujo', 'Sports']	3
1749	Amaenaide yo!!: Yasumanaide yo!!	Comedy, Ecchi, Romance, Supernatural	Special	1	6.81	10549	1.0	10549	6.81	['Comedy', 'Ecchi', 'Romance', 'Supernatural']	4
1497	Aru Machi Kado no Monogatari	Drama, Music, Romance	Movie	1	6.81	1724	1.0	1724	6.81	['Drama', 'Music', 'Romance']	3
9736	Astarotte no Omocha!	Comedy, Demons, Ecchi, Fantasy, Romance, Seinen	TV	12	6.81	73064	12.0	73064	6.81	['Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Romance', 'Seinen']	6
1593	Azumanga Web Daioh	Comedy, School, Slice of Life	ONA	1	6.81	21904	1.0	21904	6.81	['Comedy', 'School', 'Slice of Life']	3
288	Bakuten Shoot Beyblade	Action, Adventure, Comedy, Sci-Fi, Shounen, Sports	TV	51	6.81	49467	51.0	49467	6.81	['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']	6
32379	Berserk (2016)	Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural	TV	12	6.81	90817	12.0	90817	6.81	['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']	10
22745	Brothers Conflict Special	Harem, Romance, Shoujo	Special	1	6.81	10451	1.0	10451	6.81	['Harem', 'Romance', 'Shoujo']	3
2802	Candy Candy: Candy no Natsu Yasumi	Drama, Shoujo, Slice of Life	Movie	1	6.81	1046	1.0	1046	6.81	['Drama', 'Shoujo', 'Slice of Life']	3
4201	Chocchan Monogatari	Drama, Historical, Slice of Life	Movie	1	6.81	475	1.0	475	6.81	['Drama', 'Historical', 'Slice of Life']	3
11177	Cross Fight B-Daman	Adventure	TV	52	6.81	1921	52.0	1921	6.81	['Adventure']	1
31050	Cyborg 009 VS Devilman	Action, Demons, Sci-Fi, Shounen, Super Power, Supernatural	OVA	3	6.81	3081	3.0	3081	6.81	['Action', 'Demons', 'Sci-Fi', 'Shounen', 'Super Power', 'Supernatural']	6
1757	Di Gi Charat Christmas Special	Comedy	Special	1	6.81	2041	1.0	2041	6.81	['Comedy']	1
2795	Dragonaut: The Resonance	Action, Drama, Fantasy, Mecha, Romance, Sci-Fi	TV	25	6.81	45265	25.0	45265	6.81	['Action', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']	6
9837	Emblem Take 2	Action, Drama, Seinen	OVA	2	6.81	458	2.0	458	6.81	['Action', 'Drama', 'Seinen']	3
8187	Fumiko no Kokuhaku	Comedy	ONA	1	6.81	13829	1.0	13829	6.81	['Comedy']	1
6733	Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?	Drama, Sci-Fi, Space	Special	1	6.81	783	1.0	783	6.81	['Drama', 'Sci-Fi', 'Space']	3
260	Happy☆Lesson (TV)	Comedy, Drama, Harem, Romance, Slice of Life	TV	13	6.81	17109	13.0	17109	6.81	['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']	5
21541	Hentai Ouji to Warawanai Neko.: Henneko BBS	Comedy	Special	13	6.81	15586	13.0	15586	6.81	['Comedy']	1
17919	Houkago no Pleiades (TV)	Magic, Space	TV	12	6.81	20062	12.0	20062	6.81	['Magic', 'Space']	2
4808	Hurricane Polymar	Action, Adventure, Police, Sci-Fi, Super Power	TV	26	6.81	738	26.0	738	6.81	['Action', 'Adventure', 'Police', 'Sci-Fi', 'Super Power']	5
26183	Ikkitousen: Extravaganza Epoch	Action, Ecchi, Martial Arts, School, Seinen, Super Power	OVA	2	6.81	4711	2.0	4711	6.81	['Action', 'Ecchi', 'Martial Arts', 'School', 'Seinen', 'Super Power']	6
16964	Inazuma Eleven Go: TCG CM NG-shuu	Comedy	Special	1	6.81	898	1.0	898	6.81	['Comedy']	1
24821	Isshuukan Friends. Specials	School, Slice of Life	Special	12	6.81	10995	12.0	10995	6.81	['School', 'Slice of Life']	2
667	Kashimashi: Girl Meets Girl	Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life	TV	12	6.81	32198	12.0	32198	6.81	['Comedy', 'Drama', 'Romance', 'School', 'Shoujo Ai', 'Slice of Life']	6
30915	Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi	Action, Fantasy, Shounen, Super Power, Supernatural, Vampire	Special	1	6.8	14934	1.0	14934	6.8	['Action', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']	6
18495	Kitakubu Katsudou Kiroku	Comedy, School, Slice of Life	TV	12	6.81	29790	12.0	29790	6.81	['Comedy', 'School', 'Slice of Life']	3
25939	Mahou Shoujo Lyrical Nanoha ViVid	Action, Adventure, Magic	TV	12	6.81	11952	12.0	11952	6.81	['Action', 'Adventure', 'Magic']	3
20999	Mini Van Special	Comedy, Game, Parody, Slice of Life	Special	1	6.81	387	1.0	387	6.81	['Comedy', 'Game', 'Parody', 'Slice of Life']	4
86	Mobile Suit Gundam ZZ	Comedy, Drama, Mecha, Military, Sci-Fi, Space	TV	47	6.81	17517	47.0	17517	6.81	['Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']	6
9040	Mokei Senshi Gunpla Builders Beginning G	Action, Mecha, Sci-Fi, Shounen	Special	3	6.81	2995	3.0	2995	6.81	['Action', 'Mecha', 'Sci-Fi', 'Shounen']	4
1109	Monster Extra	Drama, Horror, Mystery, Seinen	Special	1	6.81	6004	1.0	6004	6.81	['Drama', 'Horror', 'Mystery', 'Seinen']	4
8235	Muumin (1972)	Adventure, Comedy, Fantasy, Slice of Life	TV	52	6.81	898	52.0	898	6.81	['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']	4
15431	Natsu-iro Kiseki: 15-kaime no Natsuyasumi	Slice of Life	OVA	1	6.81	5295	1.0	5295	6.81	['Slice of Life']	1
2970	Night Wizard	Adventure, Fantasy, Magic, Shounen	TV	13	6.81	27070	13.0	27070	6.81	['Adventure', 'Fantasy', 'Magic', 'Shounen']	4
21177	Nobunaga the Fool	Action, Historical, Mecha, Sci-Fi	TV	24	6.81	59815	24.0	59815	6.81	['Action', 'Historical', 'Mecha', 'Sci-Fi']	4
21707	Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten	Music, Shoujo, Sports	Movie	1	6.81	777	1.0	777	6.81	['Music', 'Shoujo', 'Sports']	3
25857	PriPara Movie: Mi~nna Atsumare! Prism☆Tours	Music, Shoujo	Movie	1	6.81	803	1.0	803	6.81	['Music', 'Shoujo']	2
919	Ray The Animation	Drama, Romance, Sci-Fi	TV	13	6.81	7756	13.0	7756	6.81	['Drama', 'Romance', 'Sci-Fi']	3
11491	Recorder to Randoseru Do♪	Comedy, School, Seinen, Slice of Life	TV	13	6.81	29599	13.0	29599	6.81	['Comedy', 'School', 'Seinen', 'Slice of Life']	4
3024	Ribbon no Kishi	Action, Fantasy, Mystery, Romance	TV	52	6.81	1654	52.0	1654	6.81	['Action', 'Fantasy', 'Mystery', 'Romance']	4
5201	Salad Juu Yuushi Tomatoman	Adventure, Comedy	TV	50	6.81	443	50.0	443	6.81	['Adventure', 'Comedy']	2
23459	Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen	Action, Comedy, Fantasy	Special	1	6.81	10141	1.0	10141	6.81	['Action', 'Comedy', 'Fantasy']	3
533	Sensei no Ojikan: Doki Doki School Hours	Comedy, Slice of Life	TV	13	6.81	5137	13.0	5137	6.81	['Comedy', 'Slice of Life']	2
19391	Shingeki no Kyojin Picture Drama	Comedy, Parody	Special	9	6.81	26363	9.0	26363	6.81	['Comedy', 'Parody']	2
420	Spriggan	Adventure, Military, Sci-Fi, Shounen	Movie	1	6.81	13256	1.0	13256	6.81	['Adventure', 'Military', 'Sci-Fi', 'Shounen']	4
12857	Star Driver the Movie	Action, Mecha, Romance, Shounen	Movie	1	6.81	7865	1.0	7865	6.81	['Action', 'Mecha', 'Romance', 'Shounen']	4
10702	Tekken: Blood Vengeance	Action, Fantasy, Martial Arts, Sci-Fi, Supernatural	Movie	1	6.81	12816	1.0	12816	6.81	['Action', 'Fantasy', 'Martial Arts', 'Sci-Fi', 'Supernatural']	5
2114	Tenkuu Senki Shurato: Sousei e no Anto	Action, Fantasy, Magic, Shounen	OVA	6	6.81	916	6.0	916	6.81	['Action', 'Fantasy', 'Magic', 'Shounen']	4
7330	Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess	Adventure, Comedy, Kids	Movie	1	6.81	1201	1.0	1201	6.81	['Adventure', 'Comedy', 'Kids']	3
1675	Transformers Micron Densetsu	Action, Mecha, Sci-Fi, Shounen	TV	52	6.81	5095	52.0	5095	6.81	['Action', 'Mecha', 'Sci-Fi', 'Shounen']	4
5484	Wagaya no Oinari-sama. Specials	Adventure, Comedy, Fantasy, Shounen, Supernatural	Special	12	6.81	2259	12.0	2259	6.81	['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']	5
4101	Wan Wan Celepoo Soreyuke! Tetsunoshin	Comedy, Fantasy, Kids	TV	51	6.81	432	51.0	432	6.81	['Comedy', 'Fantasy', 'Kids']	3
1266	Yoroiden Samurai Troopers Kikoutei Densetsu	Adventure, Fantasy, Samurai, Shounen	OVA	4	6.81	1412	4.0	1412	6.81	['Adventure', 'Fantasy', 'Samurai', 'Shounen']	4
12455	Yuu☆Yuu☆Hakusho: Mu Mu Hakusho	Comedy	OVA	4	6.81	3670	4.0	3670	6.81	['Comedy']	1
28789	3-gatsu no Lion meets Bump of Chicken	Drama, Music, Seinen	Music	1	6.8	2160	1.0	2160	6.8	['Drama', 'Music', 'Seinen']	3
373	Bannou Bunka Neko-Musume	Adventure, Comedy, Mecha, Sci-Fi, Seinen	OVA	6	6.8	6122	6.0	6122	6.8	['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Seinen']	5
2089	Choujikuu Seiki Orguss	Action, Adventure, Mecha, Romance, Sci-Fi, Shounen	TV	35	6.8	2271	35.0	2271	6.8	['Action', 'Adventure', 'Mecha', 'Romance', 'Sci-Fi', 'Shounen']	6
8632	Chuuzumou	Comedy	Movie	1	6.8	988	1.0	988	6.8	['Comedy']	1
63	DearS	Comedy, Ecchi, Harem, Romance, Sci-Fi	TV	12	6.8	91037	12.0	91037	6.8	['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']	5
1758	Di Gi Charat Tsuyu Specials	Comedy	Special	2	6.8	963	2.0	963	6.8	['Comedy']	1
2653	Doraemon: Ganbare! Gian!!	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	6.8	524	1.0	524	6.8	['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']	5
1317	Eyeshield 21: Maboroshi no Golden Bowl	Shounen, Sports	Movie	1	6.8	5611	1.0	5611	6.8	['Shounen', 'Sports']	2
18851	Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!	Comedy, Fantasy, Magic	OVA	1	6.8	22543	1.0	22543	6.8	['Comedy', 'Fantasy', 'Magic']	3
3355	Fortune Dogs	Adventure	TV	39	6.8	400	39.0	400	6.8	['Adventure']	1
1996	Full Moon wo Sagashite: Kawaii Kawaii Daibouken	Comedy, Fantasy, Supernatural	Special	1	6.8	7087	1.0	7087	6.8	['Comedy', 'Fantasy', 'Supernatural']	3
850	Gakuen Heaven	Comedy, Drama, Romance, School, Shounen Ai	TV	13	6.8	34787	13.0	34787	6.8	['Comedy', 'Drama', 'Romance', 'School', 'Shounen Ai']	5
1581	Gift: Eternal Rainbow	Comedy, Drama, Harem, Magic, Romance, School	TV	12	6.8	21979	12.0	21979	6.8	['Comedy', 'Drama', 'Harem', 'Magic', 'Romance', 'School']	6
385	Gilgamesh	Drama, Fantasy, Sci-Fi, Supernatural	TV	26	6.8	25332	26.0	25332	6.8	['Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']	4
10470	God Eater Prologue	Action, Fantasy, Military, Sci-Fi	Special	1	6.8	19414	1.0	19414	6.8	['Action', 'Fantasy', 'Military', 'Sci-Fi']	4
12483	Gregory Horror Show: The Last Train	Comedy, Demons, Horror, Mystery, Supernatural, Vampire	TV	26	6.8	505	26.0	505	6.8	['Comedy', 'Demons', 'Horror', 'Mystery', 'Supernatural', 'Vampire']	6
1904	Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko	Demons, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural	OVA	3	6.8	2051	3.0	2051	6.8	['Demons', 'Fantasy', 'Historical', 'Magic', 'Romance', 'Shoujo', 'Supernatural']	7
25689	Hyakka Ryouran: Samurai After	Ecchi, Harem	OVA	2	6.8	9014	2.0	9014	6.8	['Ecchi', 'Harem']	2
2831	Ie Naki Ko (Movie)	Adventure, Drama, Slice of Life	Movie	1	6.8	469	1.0	469	6.8	['Adventure', 'Drama', 'Slice of Life']	3
2905	Ikkitousen: Dragon Destiny Specials	Ecchi, Martial Arts, School, Super Power	Special	6	6.8	15774	6.0	15774	6.8	['Ecchi', 'Martial Arts', 'School', 'Super Power']	4
24451	Kanojo ga Flag wo Oraretara OVA	Comedy, Harem, Romance, School	OVA	1	6.8	10264	1.0	10264	6.8	['Comedy', 'Harem', 'Romance', 'School']	4
1204	Kujira no Chouyaku	Drama, Fantasy, Kids	Movie	1	6.8	4670	1.0	4670	6.8	['Drama', 'Fantasy', 'Kids']	3
671	Lemon Angel Project	Drama, Music	TV	13	6.8	5763	13.0	5763	6.8	['Drama', 'Music']	2
27857	Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu	Comedy	ONA	14	6.8	8472	14.0	8472	6.8	['Comedy']	1
5274	Magical★Taruruuto-kun	Adventure, Comedy, Ecchi, Fantasy, Magic, School	TV	87	6.8	424	87.0	424	6.8	['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School']	6
5953	Mahou no Princess Minky Momo: Yume wo Dakishimete	Magic, Shoujo	TV	62	6.8	783	62.0	783	6.8	['Magic', 'Shoujo']	2
11209	Maken-Ki! OVA	Action, Ecchi, Harem, Martial Arts, School, Super Power	OVA	2	6.8	24386	2.0	24386	6.8	['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']	6
1161	Maze☆Bakunetsu Jikuu (TV)	Adventure, Comedy, Fantasy, Mecha, Shounen	TV	25	6.8	3690	25.0	3690	6.8	['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']	5
3836	Meiken Jolie	Adventure, Historical	TV	52	6.8	973	52.0	973	6.8	['Adventure', 'Historical']	2
11615	Morita-san wa Mukuchi. 2	Comedy, School, Slice of Life	TV	13	6.8	8788	13.0	8788	6.8	['Comedy', 'School', 'Slice of Life']	3
2603	Mushi-Uta	Action, Fantasy, Sci-Fi	TV	12	6.8	11867	12.0	11867	6.8	['Action', 'Fantasy', 'Sci-Fi']	3
12663	Patalliro! Stardust Keikaku	Adventure, Comedy, Romance, Shoujo, Shounen Ai	Movie	1	6.8	373	1.0	373	6.8	['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']	5
29697	Prince of Tennis: Message in a Bottle	Comedy, School, Shounen, Sports	Special	1	6.8	813	1.0	813	6.8	['Comedy', 'School', 'Shounen', 'Sports']	4
18099	Recorder to Randoseru Mi☆	Comedy, School, Seinen, Slice of Life	TV	12	6.8	12240	12.0	12240	6.8	['Comedy', 'School', 'Seinen', 'Slice of Life']	4
11483	Redline Pilot	Cars, Sports	Special	1	6.8	3618	1.0	3618	6.8	['Cars', 'Sports']	2
33524	Sakamoto desu ga? Special	Comedy, School, Seinen	Special	1	6.8	23745	1.0	23745	6.8	['Comedy', 'School', 'Seinen']	3
3005	Shadow Skill	Adventure, Drama, Fantasy, Shounen	OVA	1	6.8	3164	1.0	3164	6.8	['Adventure', 'Drama', 'Fantasy', 'Shounen']	4
2628	The☆Doraemons: Strange, Sweets, Strange?	Fantasy	Movie	1	6.8	432	1.0	432	6.8	['Fantasy']	1
2580	Tsukuyomi: Moon Phase Special	Comedy, Dementia, Slice of Life	Special	1	6.8	8030	1.0	8030	6.8	['Comedy', 'Dementia', 'Slice of Life']	3
2299	Uchuu no Kishi Tekkaman Blade OVA: Burning Clock	Action, Mecha, Sci-Fi, Shounen	OVA	1	6.8	1120	1.0	1120	6.8	['Action', 'Mecha', 'Sci-Fi', 'Shounen']	4
23931	Uchuu Senkan Yamato 2199: Tsuioku no Koukai	Action, Drama, Military, Sci-Fi, Space	Special	1	6.8	950	1.0	950	6.8	['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']	5
1277	Ys: Tenkuu no Shinden - Adol Christine no Bouken	Adventure, Demons, Drama, Fantasy, Magic	OVA	4	6.8	2982	4.0	2982	6.8	['Adventure', 'Demons', 'Drama', 'Fantasy', 'Magic']	5
6670	8-gatsu no Symphony: Shibuya 2002-2003	Music	Movie	1	6.79	789	1.0	789	6.79	['Music']	1
27939	Afro Samurai Pilot	Action, Martial Arts, Samurai, Seinen	Special	1	6.79	2923	1.0	2923	6.79	['Action', 'Martial Arts', 'Samurai', 'Seinen']	4
1957	Ai Tenshi Densetsu Wedding Peach DX	Adventure, Comedy, Magic, Romance, Shoujo	OVA	4	6.79	3360	4.0	3360	6.79	['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']	5
937	Appleseed	Action, Adventure, Mecha, Police, Sci-Fi	OVA	1	6.79	16552	1.0	16552	6.79	['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']	5
3271	Bakuto Sengen Daigander	Adventure, Mecha, Sci-Fi, Shounen	TV	39	6.79	1174	39.0	1174	6.79	['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']	4
12745	Bari Bari Densetsu (1987)	Action, Drama, Shounen, Sports	Movie	1	6.79	610	1.0	610	6.79	['Action', 'Drama', 'Shounen', 'Sports']	4
7619	Gegege no Kitarou (1996)	Adventure, Demons, Supernatural	TV	114	6.79	839	114.0	839	6.79	['Adventure', 'Demons', 'Supernatural']	3
5936	Hashire! Shiroi Ookami	Drama	Movie	1	6.79	485	1.0	485	6.79	['Drama']	1
9001	Je T&#039;aime	Sci-Fi	OVA	1	6.79	3830	1.0	3830	6.79	['Sci-Fi']	1
3130	Kaibutsu-kun (1980)	Comedy, Horror, Kids	TV	94	6.79	293	94.0	293	6.79	['Comedy', 'Horror', 'Kids']	3
17731	Ketsuekigata-kun!	Comedy	TV	12	6.79	6331	12.0	6331	6.79	['Comedy']	1
3394	Kimagure Orange☆Road: Shounen Jump Special	Drama, Romance, Shounen	OVA	1	6.79	1942	1.0	1942	6.79	['Drama', 'Romance', 'Shounen']	3
12279	Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou	Action, Comedy, Drama, Martial Arts, Romance, Samurai	Movie	1	6.79	461	1.0	461	6.79	['Action', 'Comedy', 'Drama', 'Martial Arts', 'Romance', 'Samurai']	6
2106	Kiss Dum: Engage Planet	Mecha, Military, Sci-Fi	TV	26	6.79	6658	26.0	6658	6.79	['Mecha', 'Military', 'Sci-Fi']	3
10732	Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon	Adventure, Comedy, Magic, Shounen, Supernatural	OVA	1	6.79	1626	1.0	1626	6.79	['Adventure', 'Comedy', 'Magic', 'Shounen', 'Supernatural']	5
6230	Kyokujitsu no Kantai	Action, Drama, Historical, Military	OVA	15	6.79	538	15.0	538	6.79	['Action', 'Drama', 'Historical', 'Military']	4
3057	Loveless Specials	Comedy, Fantasy, Romance, Shounen Ai, Supernatural	Special	6	6.79	11846	6.0	11846	6.79	['Comedy', 'Fantasy', 'Romance', 'Shounen Ai', 'Supernatural']	5
32321	Lupin III (2015): Italian Game	Action, Adventure, Comedy, Shounen	Special	1	6.79	993	1.0	993	6.79	['Action', 'Adventure', 'Comedy', 'Shounen']	4
518	Mahou no Princess Minky Momo	Magic, Shoujo	TV	63	6.79	2229	63.0	2229	6.79	['Magic', 'Shoujo']	2
626	Mamotte Shugogetten!	Comedy, Fantasy, Magic, Romance, Shounen	TV	22	6.79	4995	22.0	4995	6.79	['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']	5
29855	Meiji Tokyo Renka Movie: Yumihari no Serenade	Fantasy, Harem, Romance, Shoujo	Movie	1	6.79	5745	1.0	5745	6.79	['Fantasy', 'Harem', 'Romance', 'Shoujo']	4
12503	Mirai Nikki (TV): Ura Mirai Nikki	Action, Comedy, Mystery, Psychological, Shounen, Supernatural, Thriller	Special	10	6.79	32565	10.0	32565	6.79	['Action', 'Comedy', 'Mystery', 'Psychological', 'Shounen', 'Supernatural', 'Thriller']	7
3438	Moero! Top Striker	Action, Shounen, Sports	TV	49	6.79	2072	49.0	2072	6.79	['Action', 'Shounen', 'Sports']	3
13833	Nagareboshi Lens	Romance, Shoujo	OVA	1	6.79	12437	1.0	12437	6.79	['Romance', 'Shoujo']	2
10807	Nichijou: Tanken Nichijou no Machi	Comedy, School, Slice of Life	Special	14	6.79	10288	14.0	10288	6.79	['Comedy', 'School', 'Slice of Life']	3
32625	Okusama ga Seitokaichou! OVA: Okusama Gekijou	Comedy, Shounen	Special	7	6.79	2572	7.0	2572	6.79	['Comedy', 'Shounen']	2
